0.2455399386,0.2523249978,0.06718324916
0.4548798508,0.4560330712,0.2269934786
0.3056197279,0.3055252749,0.05281957593
-0.02870524759,-0.02874070611,0.07802473418
0.2176305884,0.218217332,0.2457871089
0.2274509791,0.2273742152,0.06758929033
0.2822778491,0.2824158419,0.2999172473
0.2604397401,0.2606211055,0.1224286485
0.2313626379,0.2314701718,0.3827620081
0.4161323086,0.417010149,0.4234422371
0.3198842459,0.3198682107,0.1298597564
0.2826362924,0.2826282198,0.1648777519
0.3611874938,0.3672981389,0.2180420416
0.5074957672,0.5074629266,0.5364831441
0.1089632565,0.1089891268,0.05607282396
0.4279063858,0.4279672998,0.454560064
0.4896240632,0.4897166338,0.5824183277
0.2301186903,0.2301430235,-0.02878974648
0.1752881607,0.1754997597,0.2093910564
0.2090576177,0.2090665709,0.1271937766
0.3177527251,0.3182011647,0.2551142293
0.1995657726,0.1996581292,0.04060946947
0.4112323431,0.4121129273,0.3756740481
0.4494279834,0.4494356664,0.4726192471
0.3385565706,0.3385351614,0.07853353635
0.3283585928,0.3283722145,0.1511556052
0.2761116667,0.276121578,0.004216171703
0.3684632633,0.3691614532,0.1524053047
0.3686758106,0.368430476,0.2755819737
0.198504731,0.1988015148,0.07647688219
0.03979699621,0.03980759045,0.3147709149
-0.2390730657,-0.2394126999,0.1628000161
0.3486982606,0.3485896074,0.3313533422
0.03813168155,0.03820461458,0.01587208819
-0.05306979197,-0.05292314977,0.1685290382
0.2993536094,0.3000164127,0.2263104095
0.1123877021,0.1121797226,0.1183587578
-0.03174047436,-0.03187053363,0.0608324866
0.2844813145,0.2850979354,0.2612153577
0.211485126,0.2118312981,0.2652577802
-0.1832142844,-0.1837989894,0.1842871935
-0.03837382127,-0.03805986146,0.1278082191
-0.007728105572,-0.007571900804,0.0692814033
